student_id,age,background,attendance,marks_avg,test_score,assignment_completion,login_frequency,study_hours_per_week,class_participation,doubt_sessions_attended,risk_score,risk_level,dropout
STU022777,26,Rural,96,83,68,78,21,27,High,15,0.1655,Low,0
STU022778,24,Rural,83,86,79,73,28,29,High,6,0.163,Low,0
STU022779,28,Urban,43,43,14,12,6,5,Low,0,0.7049,High,1
STU022780,24,Urban,79,69,77,86,22,24,High,4,0.2121,Low,0
STU022781,25,Urban,91,77,78,76,20,16,Medium,9,0.2639,Low,0
STU022782,27,Rural,94,47,66,100,17,27,High,15,0.226,Low,0
STU022783,19,Urban,60,56,50,63,20,21,Low,9,0.4471,Medium,1
STU022784,23,Urban,39,30,31,24,4,7,Medium,2,0.6958,Medium,0
STU022785,22,Rural,78,23,55,64,13,6,High,7,0.4762,Medium,0
STU022786,22,Rural,44,39,26,36,7,9,Medium,2,0.6009,Medium,0
STU022787,30,Urban,72,58,70,100,23,21,High,1,0.2453,Low,0
STU022788,20,Rural,89,35,36,40,4,0,Low,0,0.6084,Medium,1
STU022789,20,Urban,52,59,37,50,12,15,High,10,0.4786,Medium,0
STU022790,23,Rural,78,79,71,96,27,15,High,6,0.2038,Low,0
STU022791,29,Urban,31,26,24,42,3,5,High,2,0.6423,Medium,1
STU022792,27,Urban,56,50,57,39,13,16,Medium,5,0.501,Medium,1
STU022793,30,Rural,100,76,61,65,23,16,Medium,16,0.262,Low,1
STU022794,27,Urban,84,53,47,54,13,8,Medium,1,0.4263,Medium,0
STU022795,24,Urban,92,66,77,66,26,25,High,15,0.2233,Low,0
STU022796,18,Rural,74,66,63,66,24,24,High,11,0.3099,Medium,0
STU022797,20,Urban,59,60,55,67,9,12,Medium,4,0.4594,Medium,1
STU022798,29,Urban,38,26,24,24,6,5,Low,0,0.75,High,1
STU022799,18,Rural,43,19,15,13,6,4,Low,4,0.7349,High,1
STU022800,27,Rural,60,58,38,14,7,5,Medium,10,0.6129,Medium,1
STU022801,20,Rural,88,58,75,91,22,20,High,15,0.1984,Low,0
STU022802,22,Urban,99,85,74,80,23,17,High,12,0.1527,Low,0
STU022803,26,Urban,91,75,64,88,20,20,Low,6,0.3537,Medium,1
STU022804,20,Urban,21,24,21,38,4,14,Medium,2,0.697,Medium,1
STU022805,27,Urban,80,95,74,99,18,18,High,10,0.203,Low,0
STU022806,27,Urban,69,67,82,65,26,18,Low,9,0.3931,Medium,0
STU022807,26,Urban,55,23,53,68,25,3,Low,8,0.5526,Medium,1
STU022808,18,Rural,69,50,32,58,20,12,Medium,5,0.4027,Medium,1
STU022809,23,Rural,72,74,58,73,17,20,Medium,7,0.3509,Medium,1
STU022810,26,Urban,88,85,65,60,28,30,High,17,0.1725,Low,0
STU022811,29,Urban,86,72,85,63,23,21,Low,10,0.3157,Medium,0
STU022812,22,Urban,33,34,32,23,6,8,Low,0,0.7434,High,1
STU022813,28,Urban,49,19,23,38,7,7,Medium,5,0.7105,High,1
STU022814,27,Rural,47,39,47,51,12,16,Medium,4,0.5318,Medium,0
STU022815,19,Urban,98,36,48,54,15,13,Medium,14,0.4202,Medium,0
STU022816,22,Rural,88,69,84,88,22,19,High,10,0.2369,Low,0
STU022817,18,Urban,73,65,69,73,22,20,High,6,0.255,Low,0
STU022818,26,Rural,49,65,45,45,19,16,Medium,0,0.5075,Medium,0
STU022819,27,Rural,100,74,72,90,19,20,High,9,0.1438,Low,0
STU022820,30,Urban,62,38,63,43,18,19,Low,5,0.5349,Medium,0
STU022821,27,Urban,32,19,39,36,14,4,Low,2,0.8025,High,1
STU022822,26,Rural,63,54,30,59,14,17,Low,10,0.5118,Medium,0
STU022823,23,Urban,88,72,68,76,20,15,Low,4,0.3603,Medium,0
STU022824,28,Urban,18,35,26,25,7,4,Low,1,0.7657,High,1
STU022825,26,Urban,74,75,65,87,21,15,High,7,0.2357,Low,0
STU022826,20,Urban,76,80,76,96,21,20,Medium,15,0.2597,Low,0
STU022827,21,Urban,69,41,63,75,25,17,Low,4,0.4388,Medium,0
STU022828,30,Urban,85,65,80,71,22,14,High,11,0.2727,Low,0
STU022829,23,Rural,88,85,70,78,25,30,Medium,10,0.1831,Low,0
STU022830,21,Urban,79,59,29,37,16,16,Medium,12,0.3751,Medium,0
STU022831,18,Urban,74,78,70,83,28,30,Medium,9,0.2296,Low,0
STU022832,24,Urban,80,60,70,80,28,30,Low,8,0.2753,Low,0
STU022833,22,Urban,50,52,55,35,18,8,High,6,0.4628,Medium,1
STU022834,25,Rural,72,46,44,45,20,10,High,12,0.3881,Medium,1
STU022835,26,Rural,26,63,49,55,16,13,Medium,0,0.5191,Medium,1
STU022836,22,Rural,76,69,56,55,17,16,Low,10,0.466,Medium,1
STU022837,25,Urban,89,52,64,66,13,14,Low,8,0.4082,Medium,0
STU022838,30,Urban,89,70,61,84,21,22,High,12,0.2045,Low,0
STU022839,18,Urban,70,29,47,74,19,8,Low,8,0.5087,Medium,1
STU022840,18,Urban,93,88,76,77,20,25,High,12,0.1614,Low,0
STU022841,24,Urban,67,45,43,60,28,18,Medium,5,0.3985,Medium,0
STU022842,23,Rural,77,77,71,80,22,29,High,9,0.2204,Low,0
STU022843,22,Urban,90,30,64,65,16,8,High,3,0.3769,Medium,1
STU022844,22,Urban,29,34,29,47,5,2,Low,5,0.7613,High,1
STU022845,26,Rural,35,30,41,34,8,6,Low,4,0.7191,High,1
STU022846,18,Rural,76,79,90,72,14,22,Medium,4,0.3441,Medium,0
STU022847,25,Urban,60,22,20,29,5,0,High,7,0.5947,Medium,0
STU022848,19,Urban,81,28,72,78,20,29,High,11,0.3362,Medium,0
STU022849,24,Rural,92,56,67,78,25,16,High,16,0.2366,Low,0
STU022850,23,Urban,82,68,67,69,14,12,Low,8,0.3859,Medium,0
STU022851,27,Rural,88,90,60,86,21,17,High,6,0.187,Low,0
STU022852,19,Urban,68,75,63,86,25,21,Medium,6,0.2611,Low,0
STU022853,29,Urban,85,74,92,57,25,22,High,9,0.2331,Low,0
STU022854,30,Urban,100,57,68,70,20,17,High,15,0.214,Low,0
STU022855,20,Urban,81,68,66,78,22,15,Low,14,0.3196,Medium,0
STU022856,21,Rural,37,57,17,24,10,12,Low,0,0.659,Medium,1
STU022857,24,Rural,40,76,66,53,22,23,High,15,0.3888,Medium,0
STU022858,25,Rural,78,84,64,85,16,24,High,11,0.2287,Low,0
STU022859,30,Urban,76,83,70,98,16,20,High,5,0.2346,Low,1
STU022860,28,Rural,61,43,34,24,3,9,Medium,2,0.6151,Medium,1
STU022861,19,Rural,66,31,61,59,15,12,Low,5,0.5419,Medium,0
STU022862,25,Rural,83,76,54,83,19,17,Medium,4,0.2367,Low,0
STU022863,28,Urban,74,46,78,85,25,11,High,11,0.3535,Medium,0
STU022864,26,Rural,83,72,88,94,30,31,Medium,11,0.1796,Low,0
STU022865,24,Urban,64,59,46,77,19,5,Medium,8,0.3969,Medium,0
STU022866,18,Urban,36,49,19,28,6,7,Low,4,0.6867,Medium,1
STU022867,23,Urban,80,87,91,78,19,22,High,3,0.2206,Low,0
STU022868,25,Rural,89,68,57,88,24,33,Medium,11,0.2064,Low,0
STU022869,22,Rural,63,48,67,74,12,12,High,0,0.3349,Medium,0
STU022870,29,Urban,34,34,31,47,4,10,High,2,0.6116,Medium,1
STU022871,19,Urban,85,64,47,88,17,19,Medium,12,0.3125,Medium,0
STU022872,22,Urban,26,31,31,3,1,5,Low,5,0.8572,High,1
STU022873,25,Rural,85,57,63,84,24,18,High,11,0.2502,Low,0
STU022874,19,Rural,71,62,65,51,20,13,High,11,0.283,Low,0
STU022875,18,Urban,83,50,80,82,22,16,High,10,0.3051,Medium,0
STU022876,21,Rural,57,30,53,49,17,18,Medium,7,0.5054,Medium,1
STU022877,21,Urban,79,76,75,80,25,17,Medium,11,0.2928,Low,0
STU022878,26,Urban,84,88,69,86,24,22,High,11,0.1462,Low,0
STU022879,20,Urban,84,62,65,83,20,14,High,11,0.2862,Low,1
STU022880,21,Urban,56,63,56,59,14,11,High,1,0.4744,Medium,0
STU022881,20,Rural,83,68,70,73,20,18,Medium,9,0.3205,Medium,0
STU022882,19,Rural,32,34,40,45,7,1,Medium,3,0.7177,High,0
STU022883,21,Urban,57,56,59,53,21,19,Low,6,0.4671,Medium,0
STU022884,25,Rural,67,85,81,97,24,17,Medium,6,0.2856,Low,0
STU022885,18,Rural,70,47,49,56,11,12,Medium,5,0.4104,Medium,1
STU022886,25,Urban,82,63,61,78,24,28,High,15,0.268,Low,1
STU022887,25,Urban,58,37,65,43,11,12,Medium,0,0.6022,Medium,0
STU022888,20,Rural,92,48,92,90,25,17,Medium,19,0.2628,Low,0
STU022889,27,Rural,74,81,85,81,19,19,High,15,0.2043,Low,0
STU022890,27,Urban,66,35,73,81,9,12,Medium,11,0.4803,Medium,0
STU022891,29,Urban,26,16,44,61,9,5,Medium,3,0.704,High,1
STU022892,29,Rural,99,77,67,68,21,11,High,1,0.2168,Low,1
STU022893,23,Urban,86,74,51,79,21,15,Low,11,0.3058,Medium,0
STU022894,30,Rural,73,60,56,73,21,15,High,5,0.3144,Medium,0
STU022895,30,Urban,89,62,83,88,21,23,High,9,0.2547,Low,0
STU022896,21,Urban,34,37,29,28,8,5,Low,2,0.7064,High,1
STU022897,30,Urban,97,46,79,59,26,22,High,7,0.2313,Low,0
STU022898,18,Urban,63,48,52,68,19,19,High,8,0.3767,Medium,1
STU022899,18,Urban,20,19,7,44,4,4,Medium,3,0.7207,High,1
STU022900,22,Urban,74,38,55,59,20,19,Medium,1,0.4403,Medium,0
STU022901,29,Rural,85,62,58,70,17,15,High,17,0.3115,Medium,0
STU022902,25,Urban,15,44,30,33,11,1,Low,1,0.7533,High,1
STU022903,18,Rural,65,72,38,75,11,6,Medium,1,0.4018,Medium,1
STU022904,19,Rural,21,33,20,48,11,6,Low,3,0.7714,High,1
STU022905,24,Rural,58,55,67,54,12,19,Medium,6,0.485,Medium,0
STU022906,25,Urban,39,16,26,46,13,6,Medium,6,0.6841,Medium,1
STU022907,29,Rural,17,14,29,44,8,3,Low,4,0.7716,High,1
STU022908,20,Rural,84,65,76,81,26,23,High,10,0.2294,Low,0
STU022909,28,Urban,63,47,79,48,12,12,Low,8,0.5732,Medium,1
STU022910,29,Urban,98,74,68,94,13,18,Medium,10,0.2432,Low,0
STU022911,30,Urban,79,49,56,83,20,17,High,9,0.3011,Medium,0
STU022912,25,Urban,64,47,39,59,14,14,Medium,5,0.5236,Medium,0
STU022913,18,Rural,85,94,78,84,12,30,High,12,0.2115,Low,0
STU022914,26,Rural,61,68,56,46,18,13,High,0,0.3333,Medium,1
STU022915,29,Rural,86,66,75,79,26,24,Low,7,0.2855,Low,0
STU022916,19,Urban,43,32,16,37,4,7,Low,2,0.6715,Medium,1
STU022917,30,Rural,69,53,24,72,15,14,Low,4,0.4781,Medium,0
STU022918,19,Urban,45,25,4,29,4,0,Low,0,0.7638,High,1
STU022919,21,Urban,90,69,55,77,22,30,High,10,0.1885,Low,0
STU022920,29,Rural,60,65,50,58,22,16,Low,7,0.4901,Medium,1
STU022921,27,Urban,44,30,15,29,7,6,Low,3,0.6966,Medium,1
STU022922,20,Urban,86,81,62,74,19,18,High,15,0.2053,Low,0
STU022923,21,Rural,69,62,14,53,17,10,Medium,9,0.3981,Medium,0
STU022924,23,Rural,81,81,61,71,22,21,High,13,0.222,Low,0
STU022925,24,Urban,35,8,47,42,10,6,Low,4,0.7869,High,1
STU022926,22,Rural,82,70,75,82,26,28,Medium,4,0.2116,Low,0
STU022927,19,Urban,56,63,60,71,18,16,Low,1,0.4976,Medium,0
STU022928,20,Rural,84,59,47,61,21,28,Low,14,0.3474,Medium,0
STU022929,27,Urban,34,21,31,6,3,7,High,5,0.6866,Medium,1
STU022930,28,Rural,95,64,87,82,21,15,Medium,16,0.3294,Medium,0
STU022931,20,Rural,91,72,64,91,23,26,High,3,0.1803,Low,0
STU022932,22,Urban,83,72,59,88,18,25,High,12,0.2111,Low,0
STU022933,29,Rural,26,15,30,29,7,6,Medium,0,0.7863,High,0
STU022934,28,Rural,88,77,77,96,29,29,High,2,0.1177,Low,0
STU022935,29,Urban,75,83,80,74,18,29,Medium,17,0.2611,Low,0
STU022936,22,Rural,86,85,72,85,18,14,High,11,0.197,Low,0
STU022937,21,Rural,85,60,74,70,24,28,High,9,0.284,Low,0
STU022938,25,Urban,79,64,93,96,21,27,High,6,0.2461,Low,0
STU022939,23,Urban,46,11,22,39,4,10,Low,0,0.7,High,1
STU022940,23,Urban,96,78,80,86,19,26,High,12,0.19,Low,0
STU022941,18,Urban,21,27,18,0,0,6,Low,3,0.8684,High,1
STU022942,23,Urban,81,70,61,81,18,21,High,11,0.2125,Low,0
STU022943,20,Urban,73,85,67,88,21,17,High,3,0.1945,Low,0
STU022944,30,Rural,20,40,18,55,6,7,Low,5,0.7047,High,1
STU022945,23,Rural,77,81,77,69,22,22,High,7,0.1998,Low,0
STU022946,27,Rural,87,67,67,87,15,27,Medium,10,0.3147,Medium,0
STU022947,30,Rural,92,73,87,68,27,21,Low,8,0.2676,Low,0
STU022948,28,Urban,87,87,78,66,21,17,High,4,0.1715,Low,0
STU022949,30,Rural,75,71,76,79,20,22,High,17,0.3019,Medium,1
STU022950,23,Urban,93,83,74,88,27,13,High,1,0.1922,Low,0
STU022951,19,Urban,77,69,68,78,24,29,High,13,0.221,Low,0
STU022952,18,Urban,34,36,24,50,10,6,Medium,1,0.6439,Medium,0
STU022953,28,Urban,62,43,49,49,15,19,Medium,8,0.5178,Medium,1
STU022954,20,Urban,82,81,83,87,21,13,Medium,3,0.2528,Low,0
STU022955,22,Urban,59,46,64,49,13,10,Medium,0,0.5087,Medium,0
STU022956,21,Rural,90,63,62,76,24,17,Low,13,0.3235,Medium,0
STU022957,24,Urban,55,49,42,75,10,13,Low,2,0.4923,Medium,1
STU022958,21,Urban,17,18,21,51,3,3,High,2,0.7014,High,0
STU022959,25,Rural,64,47,47,45,20,17,Medium,5,0.4606,Medium,0
STU022960,24,Urban,92,75,66,65,23,24,High,10,0.1505,Low,0
STU022961,27,Rural,83,83,64,70,22,20,High,10,0.1627,Low,0
STU022962,26,Urban,58,48,49,77,18,14,Medium,6,0.4137,Medium,0
STU022963,18,Urban,80,55,65,66,18,19,High,16,0.3558,Medium,0
STU022964,22,Urban,86,81,71,79,22,15,High,6,0.1887,Low,0
STU022965,30,Urban,79,68,71,97,28,24,High,11,0.2498,Low,0
STU022966,21,Urban,32,30,33,33,4,8,Medium,1,0.7439,High,1
STU022967,23,Urban,23,29,3,24,8,6,Medium,3,0.7481,High,1
STU022968,18,Rural,35,32,22,45,5,1,Low,0,0.7106,High,1
STU022969,23,Urban,77,68,67,75,20,21,High,6,0.2418,Low,0
STU022970,18,Urban,37,57,43,43,10,10,Low,4,0.6407,Medium,1
STU022971,18,Rural,90,77,73,75,26,26,High,13,0.1828,Low,0
STU022972,25,Rural,37,37,34,37,5,3,Low,3,0.6911,Medium,1
STU022973,19,Urban,83,60,60,80,24,19,Medium,8,0.3087,Medium,0
STU022974,27,Urban,67,81,73,90,18,35,Medium,10,0.3169,Medium,1
STU022975,30,Urban,60,57,47,44,23,19,Medium,6,0.44,Medium,0
STU022976,23,Rural,91,59,62,86,24,25,High,9,0.2444,Low,0
STU022977,23,Rural,68,54,55,75,19,30,High,16,0.3014,Medium,0
STU022978,23,Rural,92,62,72,78,29,19,Medium,9,0.2564,Low,0
STU022979,25,Rural,77,83,70,81,27,23,Medium,11,0.2741,Low,0
STU022980,21,Urban,93,74,89,75,26,24,Medium,15,0.2048,Low,0
STU022981,20,Urban,86,71,73,84,24,25,Medium,12,0.2138,Low,0
STU022982,23,Rural,74,66,61,74,25,27,High,7,0.2643,Low,0
STU022983,21,Urban,77,48,62,67,18,23,Medium,8,0.3834,Medium,0
STU022984,19,Rural,96,66,65,91,21,25,Medium,13,0.2221,Low,0
STU022985,23,Urban,28,32,49,47,10,9,Medium,2,0.7153,High,1
STU022986,27,Urban,76,80,77,84,23,28,High,8,0.2269,Low,0
STU022987,22,Rural,83,81,98,73,28,23,High,11,0.2986,Low,0
STU022988,28,Rural,80,91,60,92,20,23,High,7,0.1694,Low,0
STU022989,26,Rural,62,47,35,57,13,13,Medium,2,0.5231,Medium,1
STU022990,28,Rural,44,43,62,37,17,8,Low,3,0.6001,Medium,1
STU022991,23,Urban,25,11,9,19,14,2,High,0,0.7587,High,1
STU022992,20,Rural,67,66,82,74,26,20,Medium,8,0.4008,Medium,0
STU022993,28,Rural,53,63,55,36,10,4,High,8,0.4875,Medium,1
STU022994,22,Urban,83,62,67,77,21,13,High,17,0.2726,Low,0
STU022995,27,Rural,88,82,53,93,23,20,High,9,0.133,Low,0
STU022996,25,Rural,55,43,19,35,8,3,Medium,4,0.6013,Medium,1
STU022997,26,Rural,83,60,67,100,24,15,High,8,0.2276,Low,0
STU022998,25,Urban,76,59,75,88,26,19,High,13,0.1816,Low,1
STU022999,20,Rural,35,31,25,33,5,12,Medium,1,0.6793,Medium,0
STU023000,26,Urban,34,38,33,33,10,5,High,2,0.6508,Medium,1
STU023001,20,Urban,96,57,68,96,20,21,High,12,0.2089,Low,0
STU023002,25,Rural,82,55,69,74,18,22,High,11,0.3233,Medium,0
STU023003,27,Urban,78,85,79,99,21,31,High,8,0.137,Low,0
STU023004,26,Urban,54,39,73,68,24,17,Low,1,0.5022,Medium,1
STU023005,24,Urban,22,36,40,36,3,4,Medium,1,0.7281,High,1
STU023006,21,Urban,46,13,46,16,6,1,Medium,0,0.7865,High,1
STU023007,27,Rural,36,32,43,48,5,7,Low,0,0.6763,Medium,1
STU023008,26,Urban,49,43,25,33,12,8,Low,3,0.6261,Medium,1
STU023009,20,Urban,33,31,8,23,4,7,Medium,4,0.7316,High,1
STU023010,20,Urban,50,34,40,41,12,4,Low,2,0.67,Medium,1
STU023011,19,Rural,60,27,23,18,12,0,Medium,6,0.6859,Medium,1
STU023012,27,Rural,76,75,66,73,24,20,High,16,0.2042,Low,0
STU023013,20,Rural,85,75,76,66,17,18,Low,6,0.3692,Medium,1
STU023014,18,Urban,49,82,76,84,23,24,Medium,8,0.3304,Medium,0
STU023015,21,Rural,79,52,57,94,19,18,Low,15,0.3852,Medium,0
STU023016,25,Urban,79,74,77,99,25,24,Low,5,0.3121,Medium,0
STU023017,22,Urban,20,35,45,49,2,8,Low,0,0.7242,High,1
STU023018,19,Urban,58,39,45,45,3,9,Low,2,0.61,Medium,0
STU023019,20,Urban,80,85,75,84,23,29,High,16,0.1629,Low,0
STU023020,18,Urban,64,65,38,31,15,15,Medium,6,0.4788,Medium,1
STU023021,19,Urban,37,26,6,54,8,4,Low,2,0.7313,High,1
STU023022,18,Urban,77,72,81,72,25,18,High,15,0.2594,Low,0
STU023023,19,Rural,15,6,16,24,11,7,Low,2,0.8506,High,1
STU023024,20,Urban,80,82,66,86,26,23,Low,10,0.2761,Low,0
STU023025,18,Rural,89,75,72,71,21,25,High,13,0.2505,Low,0
STU023026,28,Urban,32,12,28,55,8,9,Low,1,0.7598,High,1
STU023027,26,Urban,84,91,77,79,23,24,Low,11,0.2103,Low,0
STU023028,27,Urban,96,68,55,70,18,31,High,10,0.2044,Low,0
STU023029,22,Urban,91,75,77,100,26,17,Medium,10,0.2153,Low,0
STU023030,25,Rural,33,37,29,31,5,4,Low,0,0.7388,High,1
STU023031,22,Rural,54,47,44,32,17,14,Medium,5,0.5552,Medium,0
STU023032,25,Urban,34,33,38,38,9,6,Low,4,0.7365,High,1
STU023033,24,Urban,91,72,97,81,22,20,Medium,7,0.2521,Low,0
STU023034,29,Urban,97,58,73,76,26,20,Medium,7,0.2459,Low,0
STU023035,21,Urban,99,83,69,91,27,22,Medium,10,0.1197,Low,0
STU023036,24,Rural,44,29,26,34,8,5,Low,1,0.702,High,1
STU023037,23,Urban,67,74,70,89,23,23,Medium,12,0.288,Low,0
STU023038,20,Urban,27,20,19,43,6,6,Low,3,0.7689,High,0
STU023039,26,Urban,88,78,62,70,22,26,Medium,11,0.2414,Low,0
STU023040,29,Urban,89,69,86,75,18,30,High,9,0.1749,Low,0
STU023041,27,Rural,87,69,68,64,24,17,High,11,0.247,Low,0
STU023042,30,Urban,100,54,78,62,19,20,Medium,6,0.3193,Medium,1
STU023043,26,Urban,47,31,12,32,14,3,Low,1,0.6663,Medium,1
STU023044,22,Rural,64,43,51,62,13,11,Low,5,0.5688,Medium,1
STU023045,25,Urban,79,73,100,74,19,13,Medium,4,0.326,Medium,0
STU023046,24,Urban,79,74,82,92,24,19,Medium,6,0.291,Low,0
STU023047,26,Urban,72,29,45,38,14,15,Medium,10,0.5361,Medium,1
STU023048,24,Rural,72,37,49,69,13,7,Medium,10,0.4986,Medium,1
STU023049,21,Rural,34,22,31,41,5,4,Medium,5,0.6294,Medium,1
STU023050,21,Rural,86,73,65,67,21,29,High,18,0.2148,Low,0
STU023051,28,Rural,72,42,70,78,20,18,Medium,11,0.4062,Medium,0
STU023052,25,Urban,69,51,44,42,19,17,High,7,0.3701,Medium,1
STU023053,23,Urban,72,63,48,58,12,18,Medium,0,0.3886,Medium,0
STU023054,26,Rural,28,31,25,45,6,10,Medium,1,0.6628,Medium,0
STU023055,27,Urban,89,66,81,82,16,22,High,19,0.2327,Low,0
STU023056,24,Urban,85,78,84,61,24,15,High,10,0.2201,Low,0
STU023057,24,Rural,30,27,10,35,12,3,Low,3,0.768,High,1
STU023058,21,Urban,78,72,56,86,25,17,Medium,4,0.229,Low,0
STU023059,20,Urban,79,58,60,35,8,23,High,0,0.3724,Medium,0
STU023060,25,Rural,86,88,77,68,20,23,High,0,0.1704,Low,0
STU023061,24,Rural,42,28,34,19,9,13,Medium,1,0.7117,High,0
STU023062,21,Urban,47,14,52,50,0,4,Medium,1,0.7043,High,0
STU023063,30,Urban,34,44,22,21,10,1,High,0,0.5845,Medium,1
STU023064,21,Urban,83,56,67,87,26,26,Medium,12,0.276,Low,0
STU023065,18,Urban,94,71,69,76,26,30,High,12,0.1905,Low,0
STU023066,28,Urban,91,75,68,77,27,16,High,8,0.1857,Low,0
STU023067,24,Rural,85,80,58,98,27,21,High,7,0.1663,Low,0
STU023068,18,Urban,78,49,43,59,11,15,Medium,9,0.4123,Medium,0
STU023069,27,Rural,90,66,72,61,21,26,High,4,0.2444,Low,0
STU023070,27,Rural,76,81,82,66,22,30,High,14,0.2597,Low,0
STU023071,21,Rural,90,59,72,88,21,23,Low,12,0.3556,Medium,0
STU023072,28,Urban,52,40,45,71,19,14,Medium,11,0.4524,Medium,0
STU023073,20,Urban,59,36,33,41,14,9,High,3,0.5133,Medium,0
STU023074,28,Rural,84,81,61,77,23,17,Medium,11,0.2896,Low,0
STU023075,20,Rural,47,22,22,4,11,5,Low,7,0.7287,High,1
STU023076,29,Urban,96,70,77,76,19,15,Medium,13,0.2785,Low,0
STU023077,18,Rural,96,82,60,96,24,25,Low,11,0.2051,Low,0
STU023078,21,Urban,45,5,36,18,7,4,Medium,2,0.7294,High,1
STU023079,18,Rural,86,74,73,79,19,22,Medium,9,0.2459,Low,0
STU023080,30,Urban,87,79,74,88,20,22,Medium,1,0.2519,Low,0
STU023081,30,Rural,36,23,42,18,9,6,Low,0,0.7372,High,1
STU023082,25,Rural,86,82,87,82,28,26,Medium,12,0.1948,Low,0
STU023083,18,Rural,33,29,48,31,11,4,Low,3,0.7484,High,1
STU023084,29,Rural,77,72,54,82,22,24,High,16,0.2171,Low,1
STU023085,23,Urban,79,68,62,75,25,29,High,11,0.2122,Low,0
STU023086,24,Urban,66,58,68,84,21,19,High,11,0.4164,Medium,0
STU023087,27,Urban,79,86,72,93,23,19,Medium,11,0.1783,Low,1
STU023088,29,Urban,68,62,66,78,15,24,High,11,0.2735,Low,0
STU023089,19,Urban,80,43,79,70,19,27,High,9,0.3175,Medium,0
STU023090,21,Urban,56,48,10,63,4,4,Medium,12,0.5698,Medium,1
STU023091,28,Rural,58,46,52,53,12,7,Medium,0,0.4995,Medium,1
STU023092,20,Rural,86,63,73,80,26,16,High,12,0.2383,Low,0
STU023093,30,Urban,93,76,85,88,24,14,Medium,12,0.218,Low,0
STU023094,30,Rural,78,76,62,83,22,20,High,9,0.2357,Low,1
STU023095,26,Urban,84,71,68,78,17,31,High,10,0.1634,Low,0
STU023096,24,Urban,79,64,63,75,23,23,High,11,0.2705,Low,0
STU023097,19,Rural,80,63,58,78,27,12,High,15,0.2965,Low,0
STU023098,28,Urban,86,73,72,72,22,26,High,10,0.1871,Low,0
STU023099,29,Urban,33,82,68,75,20,17,High,11,0.3226,Medium,0
STU023100,23,Urban,39,59,28,2,0,0,Low,5,0.7483,High,1
STU023101,26,Rural,76,75,83,100,23,15,High,8,0.225,Low,0
STU023102,29,Urban,67,65,44,65,16,17,Medium,3,0.4127,Medium,0
STU023103,20,Urban,88,82,85,100,26,19,Medium,13,0.1993,Low,0
STU023104,28,Urban,69,42,53,66,11,15,Low,8,0.5276,Medium,1
STU023105,23,Rural,89,60,62,71,17,27,High,8,0.2811,Low,0
STU023106,20,Urban,87,66,80,76,16,18,Medium,12,0.3342,Medium,0
STU023107,20,Urban,40,67,44,64,15,15,Low,9,0.5221,Medium,1
STU023108,21,Urban,81,65,82,88,26,26,High,10,0.1897,Low,0
STU023109,26,Urban,78,67,70,99,27,27,High,4,0.1503,Low,0
STU023110,28,Urban,15,6,29,33,7,3,Medium,3,0.7685,High,1
STU023111,30,Urban,95,75,55,80,24,29,Low,11,0.2514,Low,0
STU023112,25,Rural,75,57,72,86,24,23,High,11,0.2713,Low,0
STU023113,18,Urban,67,43,49,80,17,13,High,13,0.3821,Medium,0
STU023114,30,Urban,14,6,30,12,10,11,Low,0,0.8817,High,1
STU023115,29,Rural,68,97,58,83,27,27,High,11,0.2025,Low,0
STU023116,28,Urban,35,16,17,33,5,4,High,2,0.6639,Medium,0
STU023117,18,Rural,82,58,55,87,14,20,High,15,0.298,Low,0
STU023118,24,Urban,78,70,63,63,24,18,High,6,0.2582,Low,0
STU023119,20,Rural,83,76,61,71,21,20,High,7,0.1831,Low,0
STU023120,28,Rural,74,71,64,95,19,19,High,0,0.2569,Low,0
STU023121,24,Urban,75,76,75,96,28,19,Low,10,0.3436,Medium,0
STU023122,26,Urban,73,69,66,83,16,16,High,9,0.2906,Low,0
STU023123,20,Urban,70,84,74,65,26,17,High,11,0.2563,Low,0
STU023124,20,Rural,82,22,22,57,12,9,Low,3,0.535,Medium,0
STU023125,19,Urban,88,65,77,96,20,19,High,8,0.2131,Low,0
STU023126,27,Rural,16,20,42,47,9,6,Low,6,0.7814,High,1
STU023127,18,Rural,84,83,86,74,24,19,High,9,0.229,Low,0
STU023128,26,Urban,71,76,73,78,20,27,High,14,0.2465,Low,0
STU023129,23,Rural,81,73,56,75,23,32,Low,15,0.2368,Low,0
STU023130,23,Urban,46,49,37,57,13,9,Low,10,0.5782,Medium,1
STU023131,25,Urban,84,82,77,75,22,15,High,14,0.2595,Low,0
STU023132,28,Urban,71,32,67,51,16,16,Medium,1,0.48,Medium,0
STU023133,22,Urban,94,28,26,47,16,14,High,1,0.375,Medium,0
STU023134,26,Urban,77,63,74,79,20,27,Medium,8,0.2804,Low,0
STU023135,28,Urban,80,75,100,87,26,17,High,13,0.209,Low,0
STU023136,22,Rural,19,31,25,34,6,6,Low,2,0.7762,High,1
STU023137,19,Rural,78,90,69,71,23,19,High,10,0.1727,Low,0
STU023138,23,Rural,91,67,83,87,21,13,Low,12,0.3457,Medium,0
STU023139,26,Rural,46,55,52,52,13,12,Low,8,0.5903,Medium,0
STU023140,20,Rural,97,62,68,71,19,25,Medium,6,0.3381,Medium,0
STU023141,27,Urban,74,50,45,61,18,12,Low,4,0.4485,Medium,0
